,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,description_lengths_cleaned,description_cleaned
6259,6289,France,firmly tannic  this is a structured wine that now lacks fruitiness  it needs to be drunk now ,UNKNOWN,84,15,France Other,Côtes du Jura,UNKNOWN,Roger Voss,@vossroger,Château d'Arlay 2007 Pinot Noir (Côtes du Jura),Pinot Noir,Château d'Arlay,8,firmli tannic structur wine lack fruiti need drunk
6335,6365,US,this shows a combination of deep fruit flavors and a firm  tight grained texture that make it classic in style  black cherry and black currant flavors are wonderfully accented by impressions of pine forest and dried mushrooms  baxter matured this wine in      neutral french oak barrels  so the taste is all about the langley grapes and not new oak ,Langley Vineyard,93,48,California,Anderson Valley,UNKNOWN,Jim Gordon,@gordone_cellars,Baxter 2012 Langley Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Baxter,36,show combin deep fruit flavor firm tight grain textur make classic style black cherri black currant flavor wonder accent impress pine forest dri mushroom baxter matur wine neutral french oak barrel tast langley grape new oak
6503,6533,US,there s a raw cut of acidity that gives this simple wine a sour taste  on the plus side  it s nice and dry  with some cherry fruit  for the price  it s a helpful introduction to the charms of pinot noir ,UNKNOWN,83,10,California,California,California Other,UNKNOWN,UNKNOWN,Lost Angel 2011 Pinot Noir (California),Pinot Noir,Lost Angel,20,raw cut acid give simpl wine sour tast plu side nice dri cherri fruit price help introduct charm pinot noir
6587,6617,France,a rich and fruity wine with dense cherry and strawberry fruits and a dry  tannic structure  it has a tough edge that suggests aging potential while also bringing out a ripe character from this southernmost appellation in the c te d or ,Clos Roussots Premier Cru,88,46,Burgundy,Maranges,UNKNOWN,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2010 Clos Roussots Premier Cru  (Maranges),Pinot Noir,Jean-Luc and Paul Aegerter,23,rich fruiti wine dens cherri strawberri fruit dri tannic structur tough edg suggest age potenti also bring ripe charact southernmost appel c te
6678,6708,US,this is just a gorgeous wine  so easy to enjoy  juicy in watermelon  grapefruit and dark  baked strawberry tart  a taste of summer evoked from every sip  textured and complex  it gives a squeeze of blood orange that lingers and remains fresh through the finish  it s from the owner s estate vineyard  sought after by many other producers and made by siduri s adam lee ,Rosé of,91,20,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Bucher 2014 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Bucher,36,gorgeou wine easi enjoy juici watermelon grapefruit dark bake strawberri tart tast summer evok everi sip textur complex give squeez blood orang linger remain fresh finish owner estat vineyard sought mani produc made siduri adam lee
7024,7054,US,baked bread and brown sugar make this a comforting wine in some sense  similarly  the fruit follows a baked quality that makes it taste bigger than it is  meanwhile  herbal leanings betray the wine s low level of alcohol ,Otton Vineyards,84,64,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Ramspur 2012 Otton Vineyards Pinot Noir (Carneros),Pinot Noir,Ramspur,24,bake bread brown sugar make comfort wine sens similarli fruit follow bake qualiti make tast bigger meanwhil herbal lean betray wine low level alcohol
7055,7085,US,tastes raisiny  overripe and sweet in cherry jam flavor  with a harsh  peppery mouthfeel  basically drinkable  but not going anywhere ,UNKNOWN,82,28,California,Sonoma Coast,Sonoma,UNKNOWN,UNKNOWN,Verve 2006 Pinot Noir (Sonoma Coast),Pinot Noir,Verve,14,tast raisini overrip sweet cherri jam flavor harsh pepperi mouthfeel basic drinkabl go anywher
7098,7128,US,strawberry fruit is mixed in with fresh  pungent herbs a mix that nicely expresses the chehalem mountains terroir  fruity  full and forward  this ripe and pleasing wine is balanced just right for near term enjoyment ,Hawks View Vineyard,88,55,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Torii Mor 2009 Hawks View Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Torii Mor,23,strawberri fruit mix fresh pungent herb mix nice express chehalem mountain terroir fruiti full forward ripe pleas wine balanc right near term enjoy
7110,7140,US,a blend of fruit from three different sites  united by their green farming practices  this is clean  fruity and forward  a mouth pleasing pinot with generously juicy and pretty cherry flavors ,Verde Vineyards,88,30,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Panther Creek 2008 Verde Vineyards Pinot Noir (Willamette Valley),Pinot Noir,Panther Creek,20,blend fruit three differ site unit green farm practic clean fruiti forward mouth pleas pinot gener juici pretti cherri flavor
7220,7250,France,fragrant and perfumed  this has a smoky character and crisp fruit  while remaining attractively ripe  the tannins are soft  and the acidity on the finish is fruity ,Les Dames Huguettes,87,20,Burgundy,Hautes Côtes de Nuits,UNKNOWN,Roger Voss,@vossroger,Nuiton-Beaunoy 2010 Les Dames Huguettes  (Hautes Côtes de Nuits),Pinot Noir,Nuiton-Beaunoy,14,fragrant perfum smoki charact crisp fruit remain attract ripe tannin soft acid finish fruiti
7491,7522,France,this young wine is fruity and fresh  perfumed with spice and lemon blossom  the tight texture will soften as the wine ages to bring out the warmth and richness of the vintage  keep this long term wine and drink from      ,Premier Cru Blanc de Noirs Bisseuil Brut,92,65,Champagne,Champagne,UNKNOWN,Roger Voss,@vossroger,A.R. Lenoble  2009 Premier Cru Blanc de Noirs Bisseuil Brut Pinot Noir (Champagne),Pinot Noir,A.R. Lenoble ,22,young wine fruiti fresh perfum spice lemon blossom tight textur soften wine age bring warmth rich vintag keep long term wine drink
7494,7525,US,an excellent medium bodied wine from an estate better known for its olives  this is dark in color but with a lighter  tawny rim  the complex aromas combine sweet baking spices with ample cherry and berry notes  flavors kick in with juicy strawberry  dark cherry and subtle shadings of nutmeg and wood smoke  the texture is plush and almost soft  and the taste is warmly luxurious ,The Evening Standard,92,45,California,Marin County,North Coast,Jim Gordon,@gordone_cellars,McEvoy Ranch 2012 The Evening Standard Pinot Noir (Marin County),Pinot Noir,McEvoy Ranch,41,excel medium bodi wine estat better known oliv dark color lighter tawni rim complex aroma combin sweet bake spice ampl cherri berri note flavor kick juici strawberri dark cherri subtl shade nutmeg wood smoke textur plush almost soft tast warmli luxuri
7502,7533,US,lots to like in this silky wine  it has a very pure  light feeling in the mouth  with pleasant cherry  cranberry  cola and sandalwood flavors  but it tastes too tutti fruity sweet throughout  and turns candied on the finish ,Gopher Hill Block Peter's Vineyard,87,38,California,Sonoma Coast,Sonoma,UNKNOWN,UNKNOWN,Kokomo 2008 Gopher Hill Block Peter's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Kokomo,22,lot like silki wine pure light feel mouth pleasant cherri cranberri cola sandalwood flavor tast tutti fruiti sweet throughout turn candi finish
7591,7627,France,this pale colored ros  comes from a producer based in the aube region  the wine is smooth  raspberry flavored and with a light tang of acidity  the wine is fruity  with a strong sense of the structure and flavor of the wine used to give color  drink now ,Brut Rosé,87,54,Champagne,Champagne,UNKNOWN,Roger Voss,@vossroger,Jean Laurent NV Brut Rosé Pinot Noir (Champagne),Pinot Noir,Jean Laurent,26,pale color ro come produc base aub region wine smooth raspberri flavor light tang acid wine fruiti strong sens structur flavor wine use give color drink
7674,7710,US,dark  soft  full bodied and slightly sweet  this pinot clearly shows its warm climate origins  it tastes of jammy blackberries  cherries and raspberries ,Russell Family Vineyard,86,50,California,Paso Robles,Central Coast,UNKNOWN,UNKNOWN,Loring Wine Company 2006 Russell Family Vineyard Pinot Noir (Paso Robles),Pinot Noir,Loring Wine Company,17,dark soft full bodi slightli sweet pinot clearli show warm climat origin tast jammi blackberri cherri raspberri
7792,7828,Australia,smells like pinot  combining leather  smoke and tart cherry aromas  in the mouth  this light to medium weight wine doesn t show a lot of fruity flavors  but rather leather  dried spices and dusty notes  juicy cherries gradually emerge on the finish ,UNKNOWN,87,39,Tasmania,Tasmania,UNKNOWN,Joe Czerwinski,@JoeCz,Stefano Lubiana 1999 Pinot Noir (Tasmania),Pinot Noir,Stefano Lubiana,29,smell like pinot combin leather smoke tart cherri aroma mouth light medium weight wine show lot fruiti flavor rather leather dri spice dusti note juici cherri gradual emerg finish
7799,7835,US,  nice drinking wine  dry and silky  with generous berry and herb flavors and a tasteful touch of fine oak  that said  it s fuller bodied than you d expect  given the league it plays in  seems to lack the delicacy and transparency that cool weather pinot typically achieves   s h ,Martinelli Vineyard,87,30,California,Russian River Valley,Sonoma,UNKNOWN,UNKNOWN,Rutz 1999 Martinelli Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Rutz,30,nice drink wine dri silki gener berri herb flavor tast touch fine oak said fuller bodi expect given leagu play seem lack delicaci transpar cool weather pinot typic achiev h
7852,7888,France,soft and gently fruity  it s fairly basic but does provide a pinot noir character  the wine has red cherries  light acidity and a jammy aftertaste  drink now ,UNKNOWN,84,20,Burgundy,Bourgogne,UNKNOWN,Roger Voss,@vossroger,Louis Chavy 2012  Bourgogne,Pinot Noir,Louis Chavy,17,soft gentli fruiti fairli basic provid pinot noir charact wine red cherri light acid jammi aftertast drink
7938,7974,France,attractively perfumed  this is a soft  young and fruity wine  gentle tannins back up the red fruits and fragrant acidity  coming from vineyards behind the main slope of the c tes de beaune  it is a cool wine  fresh with fruit and ready to drink soon  from      ,Clos de la Perrière,86,43,Burgundy,Bourgogne Hautes Côtes de Beaune,UNKNOWN,Roger Voss,@vossroger,Domaine Parigot 2013 Clos de la Perrière  (Bourgogne Hautes Côtes de Beaune),Pinot Noir,Domaine Parigot,29,attract perfum soft young fruiti wine gentl tannin back red fruit fragrant acid come vineyard behind main slope c te de beaun cool wine fresh fruit readi drink soon
8123,8159,US,oregon s recent overproduction of young pinot noir has opened the door for this easygoing  forward and fruity style  clean and simple red fruits offer no subtle flavors just a little boost to the finish from the supporting tannins ,UNKNOWN,87,25,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Cow Bell 2015 Pinot Noir (Willamette Valley),Pinot Noir,Cow Bell,24,oregon recent overproduct young pinot noir open door easygo forward fruiti style clean simpl red fruit offer subtl flavor littl boost finish support tannin
8200,8236,France,sourced from an old parcel of pinot noir  this is a concentrated  dense wine with bold red fruit flavors  a tight line of acidity and a dry  intense character  it hasn t lost its fruitiness and freshness  and should continue to improve till at least      ,Cuvée Les Meslaines Grand Cru Brut,92,60,Champagne,Champagne,UNKNOWN,Roger Voss,@vossroger,Lamiable 2007 Cuvée Les Meslaines Grand Cru Brut Pinot Noir (Champagne),Pinot Noir,Lamiable,25,sourc old parcel pinot noir concentr dens wine bold red fruit flavor tight line acid dri intens charact lost fruiti fresh continu improv till least
8357,8393,US,tasted alongside the       this is bigger  bolder  fruitier and more powerful  yet a touch less refined  the strawberry and cherry fruit is underscored with a pleasing minerality  the tannins are substantial and in proportion  a hint of chicken stock runs through the finish ,Winemaker's Cuvée,92,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Elizabeth Chambers 2014 Winemaker's Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Elizabeth Chambers,24,tast alongsid bigger bolder fruitier power yet touch less refin strawberri cherri fruit underscor pleas miner tannin substanti proport hint chicken stock run finish
8363,8399,US,sourced from vines almost    years old  this is tight and spicy  with a potpourri of herbs from mint to tarragon to chive  the core of wild berry fruit is substantial  don t miss the trailing finish  there s lots to taste in the tail of this comet ,Alpine Vineyard,92,55,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2013 Alpine Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,24,sourc vine almost year old tight spici potpourri herb mint tarragon chive core wild berri fruit substanti miss trail finish lot tast tail comet
